Date,Region,COUNTRY,Product_Name,Company_Names,Units_Sold,Unit_Price,Total_Sales,Cost_of_Goods_Sold,Profit,Discount,Customer_Segement
3/14/2023,Central,RUSSIA,Keyboard,Initech,107,24.05,2573.35,1827.77,745.58,20,Wholesale
3/14/2023,East,RUSSIA,Printer,Umbrella Corp,320,44.57,14262.4,8297.34,5965.06,15,Retail
3/14/2023,South,RUSSIA,Keyboard,Hooli,406,54.8,22248.8,17676.72,4572.08,15,Retail
3/14/2023,Central,RUSSIA,Laptop,Wayne Enterprises,392,30.15,11818.8,5767.97,6050.83,20,Enterprise
3/14/2023,Central,RUSSIA,Keyboard,Globex Inc,463,67.94,31456.22,13956.66,17499.56,20,Wholesale
3/14/2023,North,RUSSIA,Mouse,Umbrella Corp,479,38.6,18489.4,15082.89,3406.51,10,Enterprise
3/14/2023,South,RUSSIA,Monitor,Massive Dynamic,506,29.86,15109.16,7196.51,7912.65,0,Wholesale
3/14/2023,Central,RUSSIA,Mouse,Soylent LLC,212,70.46,14937.52,8012.66,6924.86,0,Retail
3/14/2023,East,RUSSIA,Keyboard,Massive Dynamic,952,5.69,5416.88,4523.48,893.4,0,Wholesale
3/14/2023,South,RUSSIA,Laptop,Umbrella Corp,136,23.91,3251.76,2147.96,1103.8,10,Retail
3/14/2023,West,RUSSIA,Monitor,Wayne Enterprises,203,44.03,8938.09,4664.26,4273.83,20,Enterprise
3/14/2023,North,RUSSIA,Monitor,Corp,279,93.23,26011.17,12168.59,13842.58,0,Retail
3/14/2023,West,RUSSIA,Keyboard,Initech,218,28.54,6221.72,5230.44,991.28,10,Retail
3/14/2023,West,RUSSIA,Mouse,Corp,93,88.43,8223.99,6871.18,1352.81,5,Retail
3/14/2023,East,RUSSIA,Laptop,Umbrella Corp,788,95.9,75569.2,42359.21,33209.99,15,Enterprise
3/14/2023,Central,RUSSIA,Keyboard,Wayne Enterprises,747,73.57,54956.79,42327.68,12629.11,15,Enterprise
3/14/2023,Central,RUSSIA,Mouse,Initech,648,79.62,51593.76,25151.02,26442.74,10,Retail
3/15/2023,West,RUSSIA,Monitor,Soylent LLC,708,32.43,22960.44,13010.62,9949.82,20,Enterprise
3/15/2023,South,RUSSIA,Laptop,Initech,603,77.46,46708.38,20841.24,25867.14,0,Retail
3/15/2023,North,RUSSIA,Printer,Soylent LLC,949,58.49,55507.01,41948.57,13558.44,20,Enterprise
3/15/2023,Central,RUSSIA,Printer,Globex Inc,192,33.01,6337.92,3079.04,3258.88,15,Wholesale
3/15/2023,East,RUSSIA,Monitor,Hooli,990,96.65,95683.5,45876.01,49807.49,20,Wholesale
3/15/2023,Central,RUSSIA,Printer,Vehement Capital Partners,921,28.36,26119.56,17791.65,8327.91,10,Retail
3/15/2023,West,RUSSIA,Printer,Vehement Capital Partners,276,17.29,4772.04,3416.4,1355.64,0,Wholesale
3/15/2023,North,RUSSIA,Mouse,Massive Dynamic,994,72.13,71697.22,60752.42,10944.8,10,Retail
3/15/2023,South,RUSSIA,Keyboard,Umbrella Corp,691,18.01,12444.91,10055.21,2389.7,10,Wholesale
3/15/2023,South,RUSSIA,Monitor,Stark Industries,788,69.92,55096.96,31791.79,23305.17,10,Retail
3/15/2023,West,RUSSIA,Laptop,Massive Dynamic,674,93.3,62884.2,45351.7,17532.5,10,Enterprise
3/15/2023,East,RUSSIA,Keyboard,Umbrella Corp,750,29.48,22110,18097.43,4012.57,5,Retail
3/15/2023,Central,RUSSIA,Laptop,Stark Industries,312,92.03,28713.36,21783.75,6929.61,20,Retail
3/15/2023,North,RUSSIA,Monitor,Massive Dynamic,169,41.27,6974.63,4791.88,2182.75,0,Wholesale
3/15/2023,West,RUSSIA,Keyboard,Initech,734,23.79,17461.86,8246.72,9215.14,5,Retail
3/15/2023,South,RUSSIA,Laptop,Corp,889,48.93,43498.77,17843.86,25654.91,0,Enterprise
3/15/2023,North,RUSSIA,Mouse,Wayne Enterprises,694,27.41,19022.54,8009.53,11013.01,5,Wholesale
3/15/2023,Central,RUSSIA,Keyboard,Soylent LLC,722,54.04,39016.88,25811.67,13205.21,10,Enterprise
3/15/2023,South,RUSSIA,Laptop,Soylent LLC,799,31.99,25560.01,11541.06,14018.95,0,Enterprise
3/15/2023,West,RUSSIA,Printer,Umbrella Corp,112,27.24,3050.88,1415.6,1635.28,10,Wholesale
3/15/2023,East,RUSSIA,Keyboard,Umbrella Corp,606,50.22,30433.32,14647.75,15785.57,5,Enterprise
3/15/2023,East,RUSSIA,Monitor,Wayne Enterprises,556,94.31,52436.36,39638.98,12797.38,20,Retail
3/15/2023,East,RUSSIA,Laptop,Umbrella Corp,419,31.25,13093.75,6259.38,6834.37,0,Enterprise
3/15/2023,North,RUSSIA,Printer,Wayne Enterprises,548,85.4,46799.2,38710.06,8089.14,10,Retail
3/15/2023,North,RUSSIA,Laptop,Massive Dynamic,46,28.74,1322.04,724.63,597.41,15,Enterprise
3/15/2023,North,RUSSIA,Mouse,Umbrella Corp,145,33.06,4793.7,2132.84,2660.86,0,Enterprise
3/15/2023,South,RUSSIA,Laptop,Hooli,516,64.55,33307.8,19518.53,13789.27,0,Retail
3/15/2023,South,RUSSIA,Laptop,Wayne Enterprises,412,68.03,28028.36,20238.72,7789.64,0,Wholesale
3/16/2023,Central,RUSSIA,Keyboard,Vehement Capital Partners,150,58.39,8758.5,6844.67,1913.83,10,Retail
3/16/2023,Central,RUSSIA,Monitor,Wayne Enterprises,521,27.24,14192.04,10864.15,3327.89,5,Wholesale
3/16/2023,East,RUSSIA,Printer,Umbrella Corp,928,62.17,57693.76,36065.73,21628.03,15,Retail
3/16/2023,East,RUSSIA,Monitor,Massive Dynamic,233,18.48,4305.84,3266.56,1039.28,20,Wholesale
3/16/2023,West,RUSSIA,Mouse,Corp,795,86.4,68688,35320.21,33367.79,10,Wholesale
3/16/2023,South,RUSSIA,Laptop,Hooli,185,48.55,8981.75,4868.43,4113.32,5,Enterprise
3/16/2023,North,RUSSIA,Monitor,Vehement Capital Partners,154,96.98,14934.92,11492.02,3442.9,5,Retail
3/16/2023,West,RUSSIA,Mouse,Umbrella Corp,824,91.3,75231.2,41901.15,33330.05,10,Wholesale
3/16/2023,East,RUSSIA,Mouse,Initech,138,55.06,7598.28,3053.26,4545.02,0,Wholesale
3/16/2023,East,RUSSIA,Laptop,Umbrella Corp,212,95.79,20307.48,12545.5,7761.98,5,Enterprise
3/16/2023,North,RUSSIA,Monitor,Massive Dynamic,230,63.48,14600.4,11522.4,3078,5,Enterprise
3/16/2023,South,RUSSIA,Printer,Soylent LLC,124,90.5,11222,6216.66,5005.34,20,Wholesale
3/16/2023,North,RUSSIA,Printer,Vehement Capital Partners,253,6.18,1563.54,712.45,851.09,20,Wholesale
3/16/2023,West,RUSSIA,Laptop,Hooli,30,64.73,1941.9,1177.31,764.59,10,Enterprise
3/16/2023,North,RUSSIA,Mouse,Stark Industries,940,34.07,32025.8,24296.54,7729.26,20,Enterprise
3/16/2023,South,RUSSIA,Keyboard,Corp,123,40.16,4939.68,2627.01,2312.67,15,Retail
3/16/2023,West,RUSSIA,Printer,Soylent LLC,550,13.84,7612,4361.63,3250.37,5,Enterprise
3/16/2023,North,RUSSIA,Printer,Vehement Capital Partners,168,60.07,10091.76,4485.11,5606.65,0,Wholesale
3/16/2023,West,RUSSIA,Laptop,Globex Inc,787,9.88,7775.56,6560.86,1214.7,15,Retail
3/16/2023,Central,RUSSIA,Printer,Soylent LLC,117,8.11,948.87,521.59,427.28,0,Wholesale
3/16/2023,North,RUSSIA,Mouse,Globex Inc,622,25.44,15823.68,6342.67,9481.01,5,Wholesale
3/16/2023,South,RUSSIA,Laptop,Wayne Enterprises,634,54.19,34356.46,17154.42,17202.04,20,Enterprise
3/16/2023,South,RUSSIA,Mouse,Hooli,242,34.2,8276.4,4120.08,4156.32,10,Enterprise
3/16/2023,Central,RUSSIA,Keyboard,Initech,583,39.28,22900.24,9587.52,13312.72,20,Enterprise
3/16/2023,West,RUSSIA,Laptop,Massive Dynamic,967,9.16,8857.72,6487.34,2370.38,10,Enterprise
3/16/2023,East,RUSSIA,Printer,Massive Dynamic,794,93.75,74437.5,35916.83,38520.67,15,Wholesale
3/16/2023,Central,RUSSIA,Laptop,Vehement Capital Partners,582,20.15,11727.3,6607.53,5119.77,5,Retail
3/16/2023,South,RUSSIA,Printer,Umbrella Corp,422,86.14,36351.08,16826.18,19524.9,0,Wholesale
3/16/2023,East,RUSSIA,Monitor,Stark Industries,615,90.03,55368.45,45372.33,9996.12,10,Retail
3/16/2023,North,RUSSIA,Monitor,Globex Inc,437,40.82,17838.34,13599.69,4238.65,0,Retail
3/17/2023,South,RUSSIA,Monitor,Globex Inc,74,14.44,1068.56,574.04,494.52,20,Enterprise
3/17/2023,Central,RUSSIA,Printer,Globex Inc,164,59.16,9702.24,5500.9,4201.34,20,Enterprise
3/17/2023,East,RUSSIA,Mouse,Stark Industries,248,13.38,3318.24,2345.8,972.44,5,Retail
3/17/2023,North,RUSSIA,Printer,Corp,610,98.25,59932.5,24740.64,35191.86,0,Enterprise
3/17/2023,East,RUSSIA,Keyboard,Corp,215,12.02,2584.3,1980.87,603.43,10,Wholesale
3/17/2023,Central,RUSSIA,Monitor,Corp,32,16.04,513.28,356.62,156.66,20,Wholesale
3/17/2023,Central,RUSSIA,Printer,Vehement Capital Partners,317,63.59,20158.03,9376.86,10781.17,20,Retail
3/17/2023,Central,RUSSIA,Laptop,Vehement Capital Partners,719,45.81,32937.39,14523.76,18413.63,5,Enterprise
3/17/2023,West,RUSSIA,Monitor,Soylent LLC,853,38.26,32635.78,27224.47,5411.31,10,Retail
3/17/2023,West,RUSSIA,Laptop,Stark Industries,136,23.81,3238.16,2153.63,1084.53,10,Enterprise
3/17/2023,Central,RUSSIA,Printer,Corp,382,58.76,22446.32,18945.37,3500.95,5,Retail
3/17/2023,South,RUSSIA,Keyboard,Soylent LLC,318,45.05,14325.9,7237.31,7088.59,0,Retail
3/17/2023,West,RUSSIA,Laptop,Soylent LLC,719,90.94,65385.86,32734.84,32651.02,0,Wholesale
3/17/2023,North,RUSSIA,Laptop,Wayne Enterprises,797,8.7,6933.9,5321.99,1611.91,5,Retail
3/17/2023,North,RUSSIA,Keyboard,Umbrella Corp,546,14.9,8135.4,5363.44,2771.96,5,Wholesale
3/17/2023,North,RUSSIA,Keyboard,Initech,127,68.98,8760.46,4918.11,3842.35,5,Enterprise
3/17/2023,North,RUSSIA,Printer,Hooli,974,59.41,57865.34,37668.46,20196.88,15,Retail
3/17/2023,West,RUSSIA,Laptop,Hooli,140,92.63,12968.2,5947.21,7020.99,15,Wholesale
3/17/2023,East,RUSSIA,Monitor,Wayne Enterprises,221,47.52,10501.92,8807,1694.92,10,Retail
3/17/2023,North,RUSSIA,Monitor,Corp,128,76.46,9786.88,7888.92,1897.96,5,Enterprise
3/17/2023,South,RUSSIA,Mouse,Stark Industries,489,59.38,29036.82,23510.49,5526.33,10,Enterprise
3/17/2023,East,RUSSIA,Laptop,Globex Inc,267,20.23,5401.41,4511.42,889.99,15,Retail
3/17/2023,North,RUSSIA,Printer,Soylent LLC,942,35.49,33431.58,21628.92,11802.66,15,Retail
3/17/2023,West,RUSSIA,Keyboard,Soylent LLC,901,17.79,16028.79,8753.8,7274.99,5,Enterprise
3/17/2023,East,RUSSIA,Mouse,Initech,367,18.17,6668.39,2970.2,3698.19,5,Wholesale
3/17/2023,East,RUSSIA,Printer,Wayne Enterprises,209,70.92,14822.28,6966.11,7856.17,20,Enterprise
3/17/2023,West,RUSSIA,Mouse,Stark Industries,402,57.41,23078.82,17879.05,5199.77,0,Retail
3/17/2023,West,RUSSIA,Printer,Vehement Capital Partners,100,43.86,4386,3552.89,833.11,15,Retail
3/17/2023,East,RUSSIA,Mouse,Hooli,33,98.29,3243.57,2715.77,527.8,5,Retail
3/17/2023,East,RUSSIA,Monitor,Stark Industries,399,64.52,25743.48,21529.56,4213.92,10,Enterprise
3/17/2023,West,RUSSIA,Printer,Initech,44,37.73,1660.12,811.47,848.65,15,Retail
3/17/2023,West,RUSSIA,Printer,Massive Dynamic,183,91.72,16784.76,11079.56,5705.2,10,Enterprise
3/18/2023,South,RUSSIA,Keyboard,Corp,671,16.21,10876.91,9008.69,1868.22,20,Retail
3/18/2023,Central,RUSSIA,Printer,Globex Inc,773,60.13,46480.49,31095.97,15384.52,10,Retail
3/18/2023,Central,RUSSIA,Mouse,Hooli,843,83.15,70095.45,48418.36,21677.09,5,Retail
3/18/2023,West,RUSSIA,Printer,Initech,451,50.71,22870.21,16673.47,6196.74,0,Retail
3/18/2023,East,RUSSIA,Printer,Massive Dynamic,670,49.21,32970.7,15628.02,17342.68,0,Wholesale
3/18/2023,Central,RUSSIA,Mouse,Initech,628,32.33,20303.24,8391.71,11911.53,20,Retail
3/18/2023,South,RUSSIA,Monitor,Massive Dynamic,457,12.39,5662.23,2867.68,2794.55,0,Wholesale
3/18/2023,Central,RUSSIA,Keyboard,Soylent LLC,646,91.18,58902.28,41161.12,17741.16,0,Enterprise
3/18/2023,North,RUSSIA,Printer,Globex Inc,69,39.22,2706.18,2122.32,583.86,0,Retail
3/18/2023,East,RUSSIA,Printer,Hooli,326,34.39,11211.14,6867.45,4343.69,20,Enterprise
3/18/2023,South,RUSSIA,Monitor,Stark Industries,574,50.87,29199.38,17801.62,11397.76,15,Wholesale
3/18/2023,South,RUSSIA,Keyboard,Vehement Capital Partners,536,73.55,39422.8,23078.11,16344.69,5,Enterprise
3/18/2023,North,RUSSIA,Mouse,Vehement Capital Partners,73,50.13,3659.49,2682.25,977.24,5,Enterprise
3/18/2023,South,RUSSIA,Keyboard,Soylent LLC,514,37,19018,11512.84,7505.16,10,Wholesale
3/18/2023,South,RUSSIA,Mouse,Corp,461,74.97,34561.17,25409.03,9152.14,20,Enterprise
3/18/2023,East,RUSSIA,Laptop,Hooli,33,34.94,1153.02,826.67,326.35,15,Enterprise
3/18/2023,Central,RUSSIA,Mouse,Globex Inc,707,31.62,22355.34,18265.21,4090.13,20,Retail
3/18/2023,South,RUSSIA,Printer,Initech,171,34.95,5976.45,4931.02,1045.43,20,Enterprise
3/18/2023,North,RUSSIA,Printer,Hooli,351,68.77,24138.27,12044.7,12093.57,5,Wholesale
3/18/2023,West,RUSSIA,Mouse,Massive Dynamic,968,98.59,95435.12,78039.76,17395.36,20,Enterprise
3/18/2023,West,RUSSIA,Mouse,Soylent LLC,419,90.11,37756.09,22270.81,15485.28,10,Wholesale
3/18/2023,North,RUSSIA,Keyboard,Initech,589,24.78,14595.42,7505.37,7090.05,15,Wholesale
3/18/2023,Central,RUSSIA,Mouse,Soylent LLC,803,8.01,6432.03,2899.18,3532.85,10,Wholesale
3/18/2023,East,RUSSIA,Keyboard,Umbrella Corp,20,84.61,1692.2,778.24,913.96,5,Wholesale
3/18/2023,Central,RUSSIA,Monitor,Wayne Enterprises,691,32.36,22360.76,15259.29,7101.47,15,Wholesale
3/18/2023,Central,RUSSIA,Keyboard,Stark Industries,312,55.35,17269.2,12930.47,4338.73,5,Enterprise
3/18/2023,West,RUSSIA,Mouse,Hooli,576,9.04,5207.04,2979.49,2227.55,10,Enterprise
3/19/2023,West,RUSSIA,Monitor,Massive Dynamic,975,36.73,35811.75,16202.88,19608.87,15,Retail
3/19/2023,Central,RUSSIA,Mouse,Wayne Enterprises,925,76.6,70855,37621.84,33233.16,15,Enterprise
3/19/2023,South,RUSSIA,Keyboard,Vehement Capital Partners,448,23.24,10411.52,4740.96,5670.56,5,Wholesale
3/19/2023,East,RUSSIA,Mouse,Vehement Capital Partners,73,12.22,892.06,474.71,417.35,20,Enterprise
3/19/2023,North,RUSSIA,Printer,Umbrella Corp,686,52.1,35740.6,16883.91,18856.69,20,Wholesale
3/19/2023,North,RUSSIA,Monitor,Hooli,152,65.83,10006.16,5538.51,4467.65,15,Enterprise
3/19/2023,North,RUSSIA,Mouse,Corp,81,45.28,3667.68,2885.87,781.81,15,Retail
3/19/2023,West,RUSSIA,Keyboard,Corp,701,7.88,5523.88,4101.97,1421.91,10,Enterprise
3/19/2023,North,RUSSIA,Printer,Corp,604,56.93,34385.72,26587.58,7798.14,20,Retail
3/19/2023,South,RUSSIA,Laptop,Initech,799,16.81,13431.19,8711.81,4719.38,20,Enterprise
3/19/2023,South,RUSSIA,Printer,Stark Industries,62,76.35,4733.7,2859.66,1874.04,5,Retail
3/19/2023,South,RUSSIA,Mouse,Stark Industries,80,71.04,5683.2,3110.18,2573.02,20,Enterprise
3/19/2023,East,RUSSIA,Mouse,Initech,805,35.35,28456.75,20652.2,7804.55,5,Wholesale
3/19/2023,Central,RUSSIA,Mouse,Wayne Enterprises,603,27.67,16685.01,11556.7,5128.31,15,Enterprise
3/19/2023,South,RUSSIA,Keyboard,Globex Inc,352,99.49,35020.48,28503.89,6516.59,5,Enterprise
3/19/2023,East,RUSSIA,Mouse,Wayne Enterprises,102,56.31,5743.62,3330.25,2413.37,0,Retail
3/19/2023,East,RUSSIA,Monitor,Stark Industries,972,12.23,11887.56,4952.55,6935.01,10,Wholesale
3/19/2023,East,RUSSIA,Monitor,Corp,726,81.06,58849.56,38387.11,20462.45,20,Retail
3/19/2023,North,RUSSIA,Monitor,Hooli,500,69.88,34940,21376.42,13563.58,15,Enterprise
3/19/2023,West,RUSSIA,Printer,Globex Inc,468,41.47,19407.96,10540.99,8866.97,15,Enterprise
3/19/2023,North,RUSSIA,Laptop,Massive Dynamic,39,75.94,2961.66,2465.88,495.78,15,Retail
3/19/2023,North,RUSSIA,Keyboard,Vehement Capital Partners,187,69.01,12904.87,5943.63,6961.24,5,Wholesale
3/19/2023,North,RUSSIA,Printer,Globex Inc,373,88.25,32917.25,24169.36,8747.89,0,Enterprise
3/19/2023,Central,RUSSIA,Keyboard,Soylent LLC,890,98.52,87682.8,72658.02,15024.78,15,Wholesale
3/20/2023,South,RUSSIA,Mouse,Initech,223,72.06,16069.38,9943.07,6126.31,0,Wholesale
3/20/2023,South,RUSSIA,Monitor,Hooli,724,79.93,57869.32,48916.35,8952.97,15,Retail
3/20/2023,North,RUSSIA,Printer,Initech,839,79.55,66742.45,35121.79,31620.66,10,Wholesale
3/20/2023,Central,RUSSIA,Mouse,Corp,176,5.21,916.96,689.89,227.07,15,Enterprise
3/20/2023,Central,RUSSIA,Mouse,Initech,522,68.74,35882.28,24655.6,11226.68,15,Wholesale
3/20/2023,Central,RUSSIA,Printer,Umbrella Corp,305,59.28,18080.4,9040.02,9040.38,10,Wholesale
3/20/2023,East,RUSSIA,Mouse,Hooli,352,40.71,14329.92,8715.03,5614.89,15,Wholesale
3/20/2023,South,RUSSIA,Mouse,Umbrella Corp,226,39.58,8945.08,6484.96,2460.12,15,Wholesale
3/20/2023,West,RUSSIA,Keyboard,Massive Dynamic,100,44.48,4448,1971.11,2476.89,0,Wholesale
3/20/2023,West,RUSSIA,Monitor,Corp,51,42.86,2185.86,1127.37,1058.49,10,Enterprise
3/20/2023,North,RUSSIA,Mouse,Stark Industries,585,10.61,6206.85,3065.15,3141.7,20,Wholesale
3/20/2023,South,RUSSIA,Keyboard,Massive Dynamic,268,84.77,22718.36,10555.6,12162.76,10,Retail
3/20/2023,North,RUSSIA,Mouse,Initech,62,42.46,2632.52,1651.33,981.19,0,Wholesale
3/20/2023,South,RUSSIA,Monitor,Umbrella Corp,205,22.07,4524.35,3186.14,1338.21,20,Retail
3/20/2023,East,RUSSIA,Keyboard,Corp,690,69.3,47817,27217.61,20599.39,20,Wholesale
3/20/2023,North,RUSSIA,Laptop,Corp,615,6.07,3733.05,3148.71,584.34,5,Enterprise
3/20/2023,North,RUSSIA,Mouse,Wayne Enterprises,540,10.85,5859,3955.07,1903.93,10,Wholesale
3/20/2023,South,RUSSIA,Keyboard,Wayne Enterprises,885,25.33,22417.05,10682.8,11734.25,10,Enterprise
3/20/2023,South,RUSSIA,Keyboard,Wayne Enterprises,564,16.19,9131.16,5549.3,3581.86,15,Enterprise
3/20/2023,Central,RUSSIA,Keyboard,Wayne Enterprises,690,62.99,43463.1,20153.36,23309.74,20,Retail
3/20/2023,East,RUSSIA,Monitor,Massive Dynamic,905,71.42,64635.1,50226.53,14408.57,10,Enterprise
3/20/2023,North,RUSSIA,Laptop,Soylent LLC,448,41.41,18551.68,11126.04,7425.64,20,Enterprise
3/20/2023,North,RUSSIA,Mouse,Corp,648,78.5,50868,23160.72,27707.28,5,Enterprise
3/20/2023,West,RUSSIA,Mouse,Corp,753,77.63,58455.39,41682.83,16772.56,5,Wholesale
3/20/2023,Central,RUSSIA,Monitor,Umbrella Corp,147,97.31,14304.57,11019,3285.57,10,Retail
3/20/2023,East,RUSSIA,Printer,Massive Dynamic,994,64.11,63725.34,29602.79,34122.55,0,Wholesale
3/20/2023,North,RUSSIA,Monitor,Initech,848,13.76,11668.48,6026.26,5642.22,15,Enterprise
3/20/2023,East,RUSSIA,Keyboard,Vehement Capital Partners,46,8.51,391.46,332.36,59.1,5,Retail
3/20/2023,East,RUSSIA,Printer,Initech,127,56.57,7184.39,5873.79,1310.6,10,Wholesale
3/20/2023,Central,RUSSIA,Laptop,Massive Dynamic,606,68.96,41789.76,22552.4,19237.36,15,Wholesale
3/20/2023,West,RUSSIA,Monitor,Soylent LLC,816,98.05,80008.8,63433.9,16574.9,0,Retail
3/20/2023,East,RUSSIA,Keyboard,Corp,251,88.04,22098.04,14148.67,7949.37,5,Retail
3/21/2023,South,RUSSIA,Keyboard,Globex Inc,56,26.65,1492.4,1010.2,482.2,5,Wholesale
3/21/2023,East,RUSSIA,Mouse,Stark Industries,758,86.66,65688.28,35464.35,30223.93,0,Enterprise
3/21/2023,Central,RUSSIA,Printer,Vehement Capital Partners,340,13.76,4678.4,3192.83,1485.57,0,Enterprise
3/21/2023,West,RUSSIA,Monitor,Vehement Capital Partners,762,47.16,35935.92,19063.15,16872.77,0,Wholesale
3/21/2023,South,RUSSIA,Monitor,Corp,912,59.37,54145.44,28876.79,25268.65,0,Wholesale
3/21/2023,North,RUSSIA,Laptop,Umbrella Corp,485,94.77,45963.45,36501.73,9461.72,0,Wholesale
3/21/2023,West,RUSSIA,Printer,Globex Inc,711,42.65,30324.15,17072.84,13251.31,20,Wholesale
3/21/2023,East,RUSSIA,Printer,Soylent LLC,841,69.83,58727.03,43630.26,15096.77,15,Wholesale
3/21/2023,Central,RUSSIA,Laptop,Hooli,401,51.54,20667.54,10342.59,10324.95,0,Wholesale
3/21/2023,Central,RUSSIA,Mouse,Corp,713,42.37,30209.81,18313.46,11896.35,0,Retail
3/21/2023,North,RUSSIA,Mouse,Corp,42,51.6,2167.2,1161.3,1005.9,0,Enterprise
3/21/2023,North,RUSSIA,Keyboard,Initech,953,73.29,69845.37,56987.33,12858.04,5,Wholesale
3/21/2023,South,RUSSIA,Mouse,Initech,90,5.2,468,281.43,186.57,15,Enterprise
3/21/2023,Central,RUSSIA,Laptop,Hooli,528,79.38,41912.64,22416.77,19495.87,10,Enterprise
3/21/2023,South,RUSSIA,Mouse,Corp,331,35.12,11624.72,4699.85,6924.87,0,Enterprise
3/21/2023,North,RUSSIA,Mouse,Vehement Capital Partners,841,22.62,19023.42,13703.86,5319.56,0,Retail
3/21/2023,South,RUSSIA,Keyboard,Umbrella Corp,272,83.79,22790.88,18985.66,3805.22,15,Retail
3/21/2023,South,RUSSIA,Printer,Hooli,52,39.87,2073.24,880.22,1193.02,20,Retail
3/21/2023,West,RUSSIA,Keyboard,Soylent LLC,667,21.97,14653.99,11099.01,3554.98,5,Enterprise
3/22/2023,South,RUSSIA,Mouse,Soylent LLC,510,94.88,48388.8,27483.5,20905.3,15,Retail
3/22/2023,South,RUSSIA,Monitor,Initech,879,73.87,64931.73,27170.66,37761.07,15,Enterprise
3/22/2023,West,RUSSIA,Laptop,Wayne Enterprises,977,71.31,69669.87,36996.09,32673.78,10,Enterprise
3/22/2023,West,RUSSIA,Mouse,Stark Industries,452,80.79,36517.08,18514.18,18002.9,5,Retail
3/22/2023,North,RUSSIA,Monitor,Hooli,773,68.84,53213.32,28713.05,24500.27,0,Retail
3/22/2023,South,RUSSIA,Laptop,Umbrella Corp,856,58.94,50452.64,31678.22,18774.42,0,Enterprise
3/22/2023,North,RUSSIA,Laptop,Massive Dynamic,929,7.42,6893.18,4240.22,2652.96,0,Enterprise
3/22/2023,Central,RUSSIA,Keyboard,Initech,143,92.7,13256.1,5798.68,7457.42,15,Retail
3/22/2023,North,RUSSIA,Mouse,Initech,987,39.44,38927.28,23909.62,15017.66,20,Wholesale
3/22/2023,North,RUSSIA,Keyboard,Hooli,479,34.53,16539.87,12261.69,4278.18,5,Wholesale
3/22/2023,South,RUSSIA,Monitor,Vehement Capital Partners,294,75.51,22199.94,18296.69,3903.25,5,Wholesale
3/22/2023,North,RUSSIA,Keyboard,Soylent LLC,887,23.94,21234.78,13872.21,7362.57,0,Enterprise
3/22/2023,East,RUSSIA,Mouse,Umbrella Corp,53,17.11,906.83,393.81,513.02,10,Retail
3/22/2023,South,RUSSIA,Printer,Massive Dynamic,426,84.49,35992.74,28836.59,7156.15,15,Retail
3/22/2023,North,RUSSIA,Keyboard,Globex Inc,187,21.38,3998.06,2970.99,1027.07,15,Wholesale
3/22/2023,Central,RUSSIA,Monitor,Corp,844,79.85,67393.4,42437.88,24955.52,15,Wholesale
3/22/2023,South,RUSSIA,Printer,Hooli,728,14.92,10861.76,5765.95,5095.81,10,Enterprise
3/23/2023,South,RUSSIA,Mouse,Initech,505,93.24,47086.2,23273.13,23813.07,20,Enterprise
3/23/2023,East,RUSSIA,Monitor,Umbrella Corp,47,43.89,2062.83,932.07,1130.76,10,Retail
3/23/2023,East,RUSSIA,Mouse,Wayne Enterprises,959,52.14,50002.26,33261.54,16740.72,5,Wholesale
3/23/2023,South,RUSSIA,Keyboard,Stark Industries,916,39.5,36182,28910.24,7271.76,5,Enterprise
3/23/2023,East,RUSSIA,Printer,Stark Industries,198,77.85,15414.3,8579.67,6834.63,10,Enterprise
3/23/2023,North,RUSSIA,Mouse,Massive Dynamic,271,54.79,14848.09,9125.57,5722.52,20,Retail
3/23/2023,North,RUSSIA,Printer,Stark Industries,268,95.42,25572.56,19604.04,5968.52,20,Retail
3/23/2023,West,RUSSIA,Mouse,Globex Inc,852,34.91,29743.32,20961.19,8782.13,10,Retail
3/23/2023,Central,RUSSIA,Laptop,Soylent LLC,527,87.32,46017.64,22339.18,23678.46,5,Retail
3/23/2023,East,RUSSIA,Laptop,Corp,883,53.23,47002.09,23044.58,23957.51,20,Enterprise
3/23/2023,North,RUSSIA,Keyboard,Hooli,682,63.94,43607.08,31056.34,12550.74,10,Wholesale
3/23/2023,North,RUSSIA,Printer,Hooli,465,88.36,41087.4,22439.68,18647.72,0,Wholesale
3/23/2023,North,RUSSIA,Mouse,Hooli,265,93.6,24804,10690.23,14113.77,10,Wholesale
3/23/2023,South,RUSSIA,Printer,Initech,820,7.92,6494.4,2924.49,3569.91,0,Enterprise
3/23/2023,North,RUSSIA,Laptop,Massive Dynamic,645,41.66,26870.7,12977.47,13893.23,5,Enterprise
3/23/2023,East,RUSSIA,Printer,Soylent LLC,991,42.44,42058.04,35292.84,6765.2,20,Enterprise
3/23/2023,East,RUSSIA,Keyboard,Corp,158,57.4,9069.2,4128.37,4940.83,20,Retail
3/23/2023,East,RUSSIA,Mouse,Wayne Enterprises,374,39.3,14698.2,11517.42,3180.78,20,Enterprise
3/23/2023,West,RUSSIA,Mouse,Vehement Capital Partners,985,71.38,70309.3,57399.14,12910.16,15,Retail
3/23/2023,East,RUSSIA,Mouse,Massive Dynamic,246,63.07,15515.22,6599.46,8915.76,0,Wholesale
3/23/2023,South,RUSSIA,Printer,Hooli,161,88.31,14217.91,9452.16,4765.75,15,Enterprise
